parentMANR;childMANR;childAnrede;childTitel;childVorname;childNachname;childTitelLang;BAEH_Referenzwert;BAEH_Messwert;RgbColorCode;childHeader
40776;52276;Herr;FB;Vorname_213;Nachname_213;Finanzberater;26428;16770;150,54,52;Organisation von Finanzberater Nachname_213
40438;51528;Herr;FB;Vorname_214;Nachname_214;Finanzberater;14214;10453;150,54,52;Organisation von Finanzberater Nachname_214
44199;48375;Herr;FB;Vorname_215;Nachname_215;Finanzberater;56185;57977;0,90,50;Organisation von Finanzberater Nachname_215
80207;14825;Herr;FB;Vorname_216;Nachname_216;Finanzberater;47496;51011;0,90,50;Organisation von Finanzberater Nachname_216
95933;67612;Frau;FB;Vorname_217;Nachname_217;Finanzberater;85785;53532;150,54,52;Organisation von Finanzberater Nachname_217
81668;95933;Herr;TL;Vorname_218;Nachname_218;Teamleiter;216655;171579;150,54,52;Organisation von Teamleiter Nachname_218
98253;50519;Herr;FB;Vorname_219;Nachname_219;Finanzberater;35800;15925;150,54,52;Organisation von Finanzberater Nachname_219
19954;19294;Herr;FB;Vorname_220;Nachname_220;Finanzberater;68934;38661;150,54,52;Organisation von Finanzberater Nachname_220
90415;50659;Herr;FB;Vorname_221;Nachname_221;Finanzberater;5544;8781;0,90,50;Organisation von Finanzberater Nachname_221
75558;75877;Herr;FB;Vorname_222;Nachname_222;Finanzberater;31417;19068;150,54,52;Organisation von Finanzberater Nachname_222
79252;52299;Herr;TL;Vorname_223;Nachname_223;Teamleiter;42324;44221;0,90,50;Organisation von Teamleiter Nachname_223
35036;60122;Herr;FB;Vorname_224;Nachname_224;Finanzberater;5020;1604;150,54,52;Organisation von Finanzberater Nachname_224
62232;16631;Herr;FT;Vorname_225;Nachname_225;Finanzberater Trainee;8080;4714;150,54,52;Organisation von Finanzberater Trainee Nachname_225
96991;93984;Frau;FT;Vorname_226;Nachname_226;Finanzberater Trainee;15117;22451;0,90,50;Organisation von Finanzberater Trainee Nachname_226
62952;22116;Herr;FB;Vorname_227;Nachname_227;Finanzberater;58208;39866;150,54,52;Organisation von Finanzberater Nachname_227
73001;69334;Herr;TL;Vorname_228;Nachname_228;Teamleiter;29200;34992;0,90,50;Organisation von Teamleiter Nachname_228
14422;11045;Herr;MG;Vorname_229;Nachname_229;Manager;1787027;1203442;150,54,52;Organisation von Manager Nachname_229
40870;40871;Frau;TL;Vorname_230;Nachname_230;Teamleiter;84555;52885;150,54,52;Organisation von Teamleiter Nachname_230
73041;74707;Herr;TL;Vorname_231;Nachname_231;Teamleiter;202181;108613;150,54,52;Organisation von Teamleiter Nachname_231
70173;37422;Herr;TL;Vorname_232;Nachname_232;Teamleiter;205273;135342;150,54,52;Organisation von Teamleiter Nachname_232
46102;44385;Herr;TL;Vorname_233;Nachname_233;Teamleiter;90;36;150,54,52;Organisation von Teamleiter Nachname_233
45845;36970;Herr;TL;Vorname_234;Nachname_234;Teamleiter;1644;4796;0,90,50;Organisation von Teamleiter Nachname_234
35151;35823;Herr;TM;Vorname_235;Nachname_235;Teammanager;256075;236268;150,54,52;Organisation von Teammanager Nachname_235
88455;96105;Frau;TL;Vorname_236;Nachname_236;Teamleiter;97530;116697;0,90,50;Organisation von Teamleiter Nachname_236
43023;40523;Frau;FB;Vorname_237;Nachname_237;Finanzberater;34085;10465;150,54,52;Organisation von Finanzberater Nachname_237
93928;65944;Herr;FB;Vorname_238;Nachname_238;Finanzberater;35022;17548;150,54,52;Organisation von Finanzberater Nachname_238
51156;47167;Herr;FB;Vorname_239;Nachname_239;Finanzberater;70354;52333;150,54,52;Organisation von Finanzberater Nachname_239
90190;80747;Frau;FB;Vorname_240;Nachname_240;Finanzberater;4443;3723;150,54,52;Organisation von Finanzberater Nachname_240
81674;98823;Herr;FB;Vorname_241;Nachname_241;Finanzberater;39633;34907;150,54,52;Organisation von Finanzberater Nachname_241
79357;17074;Herr;FB;Vorname_242;Nachname_242;Finanzberater;19200;18838;150,54,52;Organisation von Finanzberater Nachname_242
38322;36854;Herr;FB;Vorname_243;Nachname_243;Finanzberater;41666;29925;150,54,52;Organisation von Finanzberater Nachname_243
42121;17655;Herr;TL;Vorname_244;Nachname_244;Teamleiter;368734;298323;150,54,52;Organisation von Teamleiter Nachname_244
75558;75624;Herr;TL;Vorname_245;Nachname_245;Teamleiter;76329;69939;150,54,52;Organisation von Teamleiter Nachname_245
79342;74135;Frau;FB;Vorname_246;Nachname_246;Finanzberater;3032;5380;0,90,50;Organisation von Finanzberater Nachname_246
74452;79342;Frau;TL;Vorname_247;Nachname_247;Teamleiter;212265;180140;150,54,52;Organisation von Teamleiter Nachname_247
47311;36923;Frau;BAA;Vorname_248;Nachname_248;Beraterassistent in Ausbildung;331;14;150,54,52;Organisation von Beraterassistent in Ausbildung Nachname_248
14292;14295;Frau;FB;Vorname_249;Nachname_249;Finanzberater;64655;41492;150,54,52;Organisation von Finanzberater Nachname_249
73041;71850;Herr;BA;Vorname_250;Nachname_250;Beraterassistent;1324;1215;150,54,52;Organisation von Beraterassistent Nachname_250
45845;38326;Herr;FB;Vorname_251;Nachname_251;Finanzberater;18888;50760;0,90,50;Organisation von Finanzberater Nachname_251
49543;19715;Herr;TL;Vorname_252;Nachname_252;Teamleiter;201573;220572;0,90,50;Organisation von Teamleiter Nachname_252
44631;45578;Herr;FB;Vorname_253;Nachname_253;Finanzberater;242047;31200;150,54,52;Organisation von Finanzberater Nachname_253
37146;37639;Herr;FB;Vorname_254;Nachname_254;Finanzberater;5576;925;150,54,52;Organisation von Finanzberater Nachname_254
47332;52323;Herr;FB;Vorname_255;Nachname_255;Finanzberater;2262;504;150,54,52;Organisation von Finanzberater Nachname_255
19181;99037;Herr;TL;Vorname_256;Nachname_256;Teamleiter;124055;106213;150,54,52;Organisation von Teamleiter Nachname_256
40571;52123;Herr;FB;Vorname_257;Nachname_257;Finanzberater;10067;10712;0,90,50;Organisation von Finanzberater Nachname_257
98811;51662;Frau;FB;Vorname_258;Nachname_258;Finanzberater;796;2788;0,90,50;Organisation von Finanzberater Nachname_258
87973;94938;Herr;FB;Vorname_259;Nachname_259;Finanzberater;12132;3138;150,54,52;Organisation von Finanzberater Nachname_259
62718;62983;Herr;FB;Vorname_260;Nachname_260;Finanzberater;121139;126127;0,90,50;Organisation von Finanzberater Nachname_260
86522;78432;Frau;FT;Vorname_261;Nachname_261;Finanzberater Trainee;40762;37256;150,54,52;Organisation von Finanzberater Trainee Nachname_261
40465;51532;Herr;FB;Vorname_262;Nachname_262;Finanzberater;50490;55520;0,90,50;Organisation von Finanzberater Nachname_262
21456;11038;Frau;FB;Vorname_263;Nachname_263;Finanzberater;32613;14210;150,54,52;Organisation von Finanzberater Nachname_263
79357;75009;Herr;FB;Vorname_264;Nachname_264;Finanzberater;62838;52933;150,54,52;Organisation von Finanzberater Nachname_264
42121;41477;Herr;MG;Vorname_265;Nachname_265;Manager;1168668;1055959;150,54,52;Organisation von Manager Nachname_265
45841;47976;Herr;FB;Vorname_266;Nachname_266;Finanzberater;46579;39797;150,54,52;Organisation von Finanzberater Nachname_266
37116;36633;Herr;TL;Vorname_267;Nachname_267;Teamleiter;109625;109251;150,54,52;Organisation von Teamleiter Nachname_267
51822;22401;Herr;FT;Vorname_268;Nachname_268;Finanzberater Trainee;2870;122;150,54,52;Organisation von Finanzberater Trainee Nachname_268
38433;36892;Herr;FT;Vorname_269;Nachname_269;Finanzberater Trainee;6693;17636;0,90,50;Organisation von Finanzberater Trainee Nachname_269
61818;13385;Herr;FB;Vorname_270;Nachname_270;Finanzberater;42540;34871;150,54,52;Organisation von Finanzberater Nachname_270
40508;52298;Herr;FB;Vorname_271;Nachname_271;Finanzberater;395;2452;0,90,50;Organisation von Finanzberater Nachname_271
42927;47895;Herr;FB;Vorname_272;Nachname_272;Finanzberater;12535;12480;150,54,52;Organisation von Finanzberater Nachname_272
42565;44000;Herr;FB;Vorname_273;Nachname_273;Finanzberater;47018;13005;150,54,52;Organisation von Finanzberater Nachname_273
73041;74708;Herr;FB;Vorname_274;Nachname_274;Finanzberater;42702;23601;150,54,52;Organisation von Finanzberater Nachname_274
51802;21698;Herr;FB;Vorname_275;Nachname_275;Finanzberater;29668;25503;150,54,52;Organisation von Finanzberater Nachname_275
61637;38433;Herr;TL;Vorname_276;Nachname_276;Teamleiter;148563;169629;0,90,50;Organisation von Teamleiter Nachname_276
17999;46204;Herr;FB;Vorname_277;Nachname_277;Finanzberater;69616;71629;0,90,50;Organisation von Finanzberater Nachname_277
88378;67123;Herr;BAVM;Vorname_278;Nachname_278;Manager bAV;164036;144961;150,54,52;Organisation von Manager bAV Nachname_278
70211;93273;Herr;FB;Vorname_279;Nachname_279;Finanzberater;12952;1174;150,54,52;Organisation von Finanzberater Nachname_279
77010;57517;Frau;FB;Vorname_280;Nachname_280;Finanzberater;54873;45089;150,54,52;Organisation von Finanzberater Nachname_280
30332;31792;Herr;FB;Vorname_281;Nachname_281;Finanzberater;53478;59930;0,90,50;Organisation von Finanzberater Nachname_281
83273;16482;Herr;BAA;Vorname_282;Nachname_282;Beraterassistent in Ausbildung;17812;28145;0,90,50;Organisation von Beraterassistent in Ausbildung Nachname_282
92164;65850;Herr;TL;Vorname_283;Nachname_283;Teamleiter;83015;76141;150,54,52;Organisation von Teamleiter Nachname_283
83468;56874;Herr;FB;Vorname_284;Nachname_284;Finanzberater;14277;3135;150,54,52;Organisation von Finanzberater Nachname_284
86696;78269;Herr;FB;Vorname_285;Nachname_285;Finanzberater;72414;43688;150,54,52;Organisation von Finanzberater Nachname_285
51781;55271;Herr;FINM;Vorname_286;Nachname_286;Finanzierungsmanager;62139;51846;150,54,52;Organisation von Finanzierungsmanager Nachname_286
42121;42565;Herr;TM;Vorname_287;Nachname_287;Teammanager;615750;336017;150,54,52;Organisation von Teammanager Nachname_287
42565;17885;Herr;FB;Vorname_288;Nachname_288;Finanzberater;132831;62268;150,54,52;Organisation von Finanzberater Nachname_288
12973;12164;Herr;FB;Vorname_289;Nachname_289;Finanzberater;94538;82160;150,54,52;Organisation von Finanzberater Nachname_289
83401;14552;Herr;TL;Vorname_290;Nachname_290;Teamleiter;45728;51453;0,90,50;Organisation von Teamleiter Nachname_290
83401;85757;Herr;TL;Vorname_291;Nachname_291;Teamleiter;156363;92456;150,54,52;Organisation von Teamleiter Nachname_291
20989;62532;Herr;TM;Vorname_292;Nachname_292;Teammanager;507159;303613;150,54,52;Organisation von Teammanager Nachname_292
83468;56868;Herr;TL;Vorname_293;Nachname_293;Teamleiter;139799;88832;150,54,52;Organisation von Teamleiter Nachname_293
60433;75916;Frau;BA;Vorname_294;Nachname_294;Beraterassistent;546;549;0,90,50;Organisation von Beraterassistent Nachname_294
20989;21488;Herr;FB;Vorname_295;Nachname_295;Finanzberater;115640;97668;150,54,52;Organisation von Finanzberater Nachname_295
21456;21461;Herr;FB;Vorname_296;Nachname_296;Finanzberater;60420;47818;150,54,52;Organisation von Finanzberater Nachname_296
36584;30488;Herr;TL;Vorname_297;Nachname_297;Teamleiter;90623;62317;150,54,52;Organisation von Teamleiter Nachname_297
19870;40543;Herr;FB;Vorname_298;Nachname_298;Finanzberater;42085;33186;150,54,52;Organisation von Finanzberater Nachname_298
21812;20977;Herr;FB;Vorname_299;Nachname_299;Finanzberater;20866;24255;0,90,50;Organisation von Finanzberater Nachname_299
41437;46265;Herr;FB;Vorname_300;Nachname_300;Finanzberater;6689;45370;0,90,50;Organisation von Finanzberater Nachname_300
90622;51752;Herr;TL;Vorname_301;Nachname_301;Teamleiter;35892;9523;150,54,52;Organisation von Teamleiter Nachname_301
80210;88511;Frau;FB;Vorname_302;Nachname_302;Finanzberater;107803;67659;150,54,52;Organisation von Finanzberater Nachname_302
62368;46781;Herr;TL;Vorname_303;Nachname_303;Teamleiter;83657;86557;0,90,50;Organisation von Teamleiter Nachname_303
16092;22393;Herr;FB;Vorname_304;Nachname_304;Finanzberater;55134;57484;0,90,50;Organisation von Finanzberater Nachname_304
65340;60824;Herr;TL;Vorname_305;Nachname_305;Teamleiter;227406;162603;150,54,52;Organisation von Teamleiter Nachname_305
46626;40656;Herr;FB;Vorname_306;Nachname_306;Finanzberater;51580;55468;0,90,50;Organisation von Finanzberater Nachname_306
1081;45909;Herr;FB;Vorname_307;Nachname_307;Finanzberater;9818;4251;150,54,52;Organisation von Finanzberater Nachname_307
40662;14326;Herr;FT;Vorname_308;Nachname_308;Finanzberater Trainee;10137;18316;0,90,50;Organisation von Finanzberater Trainee Nachname_308
98388;51948;Herr;TL;Vorname_309;Nachname_309;Teamleiter;100836;102836;0,90,50;Organisation von Teamleiter Nachname_309
35151;35184;Herr;BAVM;Vorname_310;Nachname_310;Manager bAV;105820;142787;0,90,50;Organisation von Manager bAV Nachname_310
80207;80198;Herr;FB;Vorname_311;Nachname_311;Finanzberater;27108;27615;0,90,50;Organisation von Finanzberater Nachname_311
36392;63736;Herr;TL;Vorname_312;Nachname_312;Teamleiter;207239;147690;150,54,52;Organisation von Teamleiter Nachname_312
66401;66949;Herr;FB;Vorname_313;Nachname_313;Finanzberater;45400;34254;150,54,52;Organisation von Finanzberater Nachname_313
56701;56584;Herr;FB;Vorname_314;Nachname_314;Finanzberater;19696;14636;150,54,52;Organisation von Finanzberater Nachname_314
67021;63068;Frau;FB;Vorname_315;Nachname_315;Finanzberater;9941;8020;150,54,52;Organisation von Finanzberater Nachname_315
17464;50654;Herr;FB;Vorname_316;Nachname_316;Finanzberater;318;1076;0,90,50;Organisation von Finanzberater Nachname_316
79270;52607;Frau;FT;Vorname_317;Nachname_317;Finanzberater Trainee;5739;9953;0,90,50;Organisation von Finanzberater Trainee Nachname_317
74000;76136;Herr;TL;Vorname_318;Nachname_318;Teamleiter;37762;27936;150,54,52;Organisation von Teamleiter Nachname_318
35151;38740;Herr;FB;Vorname_319;Nachname_319;Finanzberater;105590;56826;150,54,52;Organisation von Finanzberater Nachname_319
80326;95119;Herr;TL;Vorname_320;Nachname_320;Teamleiter;101835;28231;150,54,52;Organisation von Teamleiter Nachname_320
21580;62597;Herr;TL;Vorname_321;Nachname_321;Teamleiter;155172;153523;150,54,52;Organisation von Teamleiter Nachname_321
95933;57549;Herr;FT;Vorname_322;Nachname_322;Finanzberater Trainee;37937;26024;150,54,52;Organisation von Finanzberater Trainee Nachname_322
39219;38081;Frau;BA;Vorname_323;Nachname_323;Beraterassistent;3316;837;150,54,52;Organisation von Beraterassistent Nachname_323
93219;70053;Herr;FB;Vorname_324;Nachname_324;Finanzberater;48433;58630;0,90,50;Organisation von Finanzberater Nachname_324
63736;15435;Herr;FB;Vorname_325;Nachname_325;Finanzberater;174335;142553;150,54,52;Organisation von Finanzberater Nachname_325
80210;94981;Herr;FB;Vorname_326;Nachname_326;Finanzberater;73360;82824;0,90,50;Organisation von Finanzberater Nachname_326
98980;14967;Herr;FB;Vorname_327;Nachname_327;Finanzberater;45543;51576;0,90,50;Organisation von Finanzberater Nachname_327
74360;76658;Herr;FT;Vorname_328;Nachname_328;Finanzberater Trainee;4793;4512;150,54,52;Organisation von Finanzberater Trainee Nachname_328
42475;52624;Herr;BA;Vorname_329;Nachname_329;Beraterassistent;1343;626;150,54,52;Organisation von Beraterassistent Nachname_329
93219;56986;Herr;FB;Vorname_330;Nachname_330;Finanzberater;49839;40701;150,54,52;Organisation von Finanzberater Nachname_330
73001;76609;Herr;BAA;Vorname_331;Nachname_331;Beraterassistent in Ausbildung;15579;10508;150,54,52;Organisation von Beraterassistent in Ausbildung Nachname_331
72949;50703;Herr;FB;Vorname_332;Nachname_332;Finanzberater;27140;24868;150,54,52;Organisation von Finanzberater Nachname_332
94041;14976;Frau;FT;Vorname_333;Nachname_333;Finanzberater Trainee;2783;6569;0,90,50;Organisation von Finanzberater Trainee Nachname_333
81132;90338;Herr;IMM;Vorname_334;Nachname_334;Manager I&K;100517;108820;0,90,50;Organisation von Manager I&K Nachname_334
79991;79779;Herr;FB;Vorname_335;Nachname_335;Finanzberater;37598;26673;150,54,52;Organisation von Finanzberater Nachname_335
11195;12836;Herr;FB;Vorname_336;Nachname_336;Finanzberater;49183;43565;150,54,52;Organisation von Finanzberater Nachname_336
65396;16508;Frau;FB;Vorname_337;Nachname_337;Finanzberater;48576;33122;150,54,52;Organisation von Finanzberater Nachname_337
62508;21987;Herr;FB;Vorname_338;Nachname_338;Finanzberater;74854;35337;150,54,52;Organisation von Finanzberater Nachname_338
21509;22363;Frau;BAA;Vorname_339;Nachname_339;Beraterassistent in Ausbildung;408;16;150,54,52;Organisation von Beraterassistent in Ausbildung Nachname_339
51822;51818;Herr;FB;Vorname_340;Nachname_340;Finanzberater;131626;182953;0,90,50;Organisation von Finanzberater Nachname_340
95120;89045;Herr;FB;Vorname_341;Nachname_341;Finanzberater;913;778;150,54,52;Organisation von Finanzberater Nachname_341
49998;52486;Herr;FB;Vorname_342;Nachname_342;Finanzberater;29138;13929;150,54,52;Organisation von Finanzberater Nachname_342
70173;31763;Herr;FB;Vorname_343;Nachname_343;Finanzberater;28463;29602;0,90,50;Organisation von Finanzberater Nachname_343
96092;57533;Herr;FT;Vorname_344;Nachname_344;Finanzberater Trainee;44398;39414;150,54,52;Organisation von Finanzberater Trainee Nachname_344
37116;30342;Herr;FB;Vorname_345;Nachname_345;Finanzberater;38437;77377;0,90,50;Organisation von Finanzberater Nachname_345
66893;95884;Herr;TL;Vorname_346;Nachname_346;Teamleiter;83495;107670;0,90,50;Organisation von Teamleiter Nachname_346
73041;60415;Frau;FT;Vorname_347;Nachname_347;Finanzberater Trainee;10841;1297;150,54,52;Organisation von Finanzberater Trainee Nachname_347
79252;79285;Herr;FB;Vorname_348;Nachname_348;Finanzberater;42169;54468;0,90,50;Organisation von Finanzberater Nachname_348
17464;17688;Herr;FB;Vorname_349;Nachname_349;Finanzberater;16280;13017;150,54,52;Organisation von Finanzberater Nachname_349
42121;40319;Herr;TM;Vorname_350;Nachname_350;Teammanager;343018;333316;150,54,52;Organisation von Teammanager Nachname_350
38433;36922;Herr;FTVP;Vorname_351;Nachname_351;Finanzberater Trainee Vertriebsprofi;3420;4007;0,90,50;Organisation von Finanzberater Trainee Vertriebsprofi Nachname_351
68241;52383;Frau;FB;Vorname_352;Nachname_352;Finanzberater;40520;28981;150,54,52;Organisation von Finanzberater Nachname_352
51822;22427;Herr;BAA;Vorname_353;Nachname_353;Beraterassistent in Ausbildung;2961;2238;150,54,52;Organisation von Beraterassistent in Ausbildung Nachname_353
19715;16566;Herr;FT;Vorname_354;Nachname_354;Finanzberater Trainee;3155;1263;150,54,52;Organisation von Finanzberater Trainee Nachname_354
74360;71393;Herr;FT;Vorname_355;Nachname_355;Finanzberater Trainee;23001;13612;150,54,52;Organisation von Finanzberater Trainee Nachname_355
53650;50381;Herr;FB;Vorname_356;Nachname_356;Finanzberater;32366;19567;150,54,52;Organisation von Finanzberater Nachname_356
40776;52612;Herr;FT;Vorname_357;Nachname_357;Finanzberater Trainee;5420;3348;150,54,52;Organisation von Finanzberater Trainee Nachname_357
42121;49049;Herr;TM;Vorname_358;Nachname_358;Teammanager;382793;379782;150,54,52;Organisation von Teammanager Nachname_358
86603;11145;Herr;BAVM;Vorname_359;Nachname_359;Manager bAV;118646;85315;150,54,52;Organisation von Manager bAV Nachname_359
12973;12556;Herr;FB;Vorname_360;Nachname_360;Finanzberater;63630;54077;150,54,52;Organisation von Finanzberater Nachname_360
97868;79327;Herr;FB;Vorname_361;Nachname_361;Finanzberater;387417;73211;150,54,52;Organisation von Finanzberater Nachname_361
62707;67279;Herr;FB;Vorname_362;Nachname_362;Finanzberater;77259;54284;150,54,52;Organisation von Finanzberater Nachname_362
43016;49612;Herr;TM;Vorname_363;Nachname_363;Teammanager;256694;208076;150,54,52;Organisation von Teammanager Nachname_363
13315;62232;Herr;MG;Vorname_364;Nachname_364;Manager;1091542;1104040;0,90,50;Organisation von Manager Nachname_364
51456;52757;Herr;FT;Vorname_365;Nachname_365;Finanzberater Trainee;421;1375;0,90,50;Organisation von Finanzberater Trainee Nachname_365
72299;40438;Herr;TL;Vorname_366;Nachname_366;Teamleiter;19826;9817;150,54,52;Organisation von Teamleiter Nachname_366
86671;86681;Herr;TM;Vorname_367;Nachname_367;Teammanager;560925;395272;150,54,52;Organisation von Teammanager Nachname_367
95933;57629;Herr;BA;Vorname_368;Nachname_368;Beraterassistent;412;16;150,54,52;Organisation von Beraterassistent Nachname_368
40192;73462;Herr;FB;Vorname_369;Nachname_369;Finanzberater;35340;29616;150,54,52;Organisation von Finanzberater Nachname_369
60884;14599;Frau;TL;Vorname_370;Nachname_370;Teamleiter;154837;192406;0,90,50;Organisation von Teamleiter Nachname_370
42565;52552;Herr;FT;Vorname_371;Nachname_371;Finanzberater Trainee;254;0;150,54,52;Organisation von Finanzberater Trainee Nachname_371
83401;83403;Herr;TM;Vorname_372;Nachname_372;Teammanager;263244;212788;150,54,52;Organisation von Teammanager Nachname_372
51400;52754;Herr;FTVP;Vorname_373;Nachname_373;Finanzberater Trainee Vertriebsprofi;6781;13934;0,90,50;Organisation von Finanzberater Trainee Vertriebsprofi Nachname_373
36392;68686;Frau;FB;Vorname_374;Nachname_374;Finanzberater;53712;43403;150,54,52;Organisation von Finanzberater Nachname_374
48095;48709;Herr;FB;Vorname_375;Nachname_375;Finanzberater;125701;149373;0,90,50;Organisation von Finanzberater Nachname_375
99037;14914;Herr;FT;Vorname_376;Nachname_376;Finanzberater Trainee;3518;1604;150,54,52;Organisation von Finanzberater Trainee Nachname_376
75917;76613;Herr;BAA;Vorname_377;Nachname_377;Beraterassistent in Ausbildung;7075;5751;150,54,52;Organisation von Beraterassistent in Ausbildung Nachname_377
95120;95690;Herr;FB;Vorname_378;Nachname_378;Finanzberater;30219;22421;150,54,52;Organisation von Finanzberater Nachname_378
56868;57544;Herr;BA;Vorname_379;Nachname_379;Beraterassistent;22781;2429;150,54,52;Organisation von Beraterassistent Nachname_379
37116;36725;Herr;FB;Vorname_380;Nachname_380;Finanzberater;43632;38317;150,54,52;Organisation von Finanzberater Nachname_380
51529;52296;Herr;FB;Vorname_381;Nachname_381;Finanzberater;42701;24172;150,54,52;Organisation von Finanzberater Nachname_381
80210;88711;Herr;FB;Vorname_382;Nachname_382;Finanzberater;87496;9;150,54,52;Organisation von Finanzberater Nachname_382
58397;58406;Herr;TL;Vorname_383;Nachname_383;Teamleiter;65313;40734;150,54,52;Organisation von Teamleiter Nachname_383
81674;88000;Herr;FB;Vorname_384;Nachname_384;Finanzberater;26732;11442;150,54,52;Organisation von Finanzberater Nachname_384
43023;17504;Herr;FB;Vorname_385;Nachname_385;Finanzberater;18098;9484;150,54,52;Organisation von Finanzberater Nachname_385
81622;78411;Herr;FB;Vorname_386;Nachname_386;Finanzberater;7938;23859;0,90,50;Organisation von Finanzberater Nachname_386
65396;16511;Frau;FT;Vorname_387;Nachname_387;Finanzberater Trainee;18176;17460;150,54,52;Organisation von Finanzberater Trainee Nachname_387
67021;21613;Herr;FB;Vorname_388;Nachname_388;Finanzberater;73557;53015;150,54,52;Organisation von Finanzberater Nachname_388
37484;14692;Herr;FB;Vorname_389;Nachname_389;Finanzberater;17673;9330;150,54,52;Organisation von Finanzberater Nachname_389
81668;94166;Herr;FB;Vorname_390;Nachname_390;Finanzberater;36782;36993;0,90,50;Organisation von Finanzberater Nachname_390
62584;21845;Frau;FB;Vorname_391;Nachname_391;Finanzberater;70467;73044;0,90,50;Organisation von Finanzberater Nachname_391
51712;52293;Herr;FB;Vorname_392;Nachname_392;Finanzberater;14221;10858;150,54,52;Organisation von Finanzberater Nachname_392
50608;79691;Frau;FB;Vorname_393;Nachname_393;Finanzberater;17613;16185;150,54,52;Organisation von Finanzberater Nachname_393
93219;93267;Herr;FB;Vorname_394;Nachname_394;Finanzberater;1332;145;150,54,52;Organisation von Finanzberater Nachname_394
49612;19673;Herr;FB;Vorname_395;Nachname_395;Finanzberater;94578;88620;150,54,52;Organisation von Finanzberater Nachname_395
56383;52652;Herr;BAA;Vorname_396;Nachname_396;Beraterassistent in Ausbildung;1113;8;150,54,52;Organisation von Beraterassistent in Ausbildung Nachname_396
35151;37617;Herr;TL;Vorname_397;Nachname_397;Teamleiter;136911;97444;150,54,52;Organisation von Teamleiter Nachname_397
36649;31794;Herr;FT;Vorname_398;Nachname_398;Finanzberater Trainee;18641;6943;150,54,52;Organisation von Finanzberater Trainee Nachname_398
80326;66736;Herr;FB;Vorname_399;Nachname_399;Finanzberater;617;433;150,54,52;Organisation von Finanzberater Nachname_399
58416;57568;Herr;FB;Vorname_400;Nachname_400;Finanzberater;62798;50376;150,54,52;Organisation von Finanzberater Nachname_400
79342;74823;Herr;FB;Vorname_401;Nachname_401;Finanzberater;53858;50764;150,54,52;Organisation von Finanzberater Nachname_401
72379;72378;Herr;FB;Vorname_402;Nachname_402;Finanzberater;11870;8583;150,54,52;Organisation von Finanzberater Nachname_402
61637;47267;Herr;FB;Vorname_403;Nachname_403;Finanzberater;46641;41813;150,54,52;Organisation von Finanzberater Nachname_403
40931;47466;Herr;FB;Vorname_404;Nachname_404;Finanzberater;63938;61369;150,54,52;Organisation von Finanzberater Nachname_404
63422;79771;Herr;FB;Vorname_405;Nachname_405;Finanzberater;6214;9530;0,90,50;Organisation von Finanzberater Nachname_405
88455;79695;Herr;FT;Vorname_406;Nachname_406;Finanzberater Trainee;4752;3584;150,54,52;Organisation von Finanzberater Trainee Nachname_406
17364;17999;Herr;TL;Vorname_407;Nachname_407;Teamleiter;130076;125733;150,54,52;Organisation von Teamleiter Nachname_407
84681;21037;Herr;FB;Vorname_408;Nachname_408;Finanzberater;167136;167734;0,90,50;Organisation von Finanzberater Nachname_408
86671;65268;Herr;TL;Vorname_409;Nachname_409;Teamleiter;329877;255165;150,54,52;Organisation von Teamleiter Nachname_409
65340;14847;Herr;FB;Vorname_410;Nachname_410;Finanzberater;32894;34368;0,90,50;Organisation von Finanzberater Nachname_410
77778;80658;Herr;TL;Vorname_411;Nachname_411;Teamleiter;105603;100424;150,54,52;Organisation von Teamleiter Nachname_411
96765;57556;Herr;FT;Vorname_412;Nachname_412;Finanzberater Trainee;13290;15301;0,90,50;Organisation von Finanzberater Trainee Nachname_412
80658;63338;Herr;FB;Vorname_413;Nachname_413;Finanzberater;31309;28150;150,54,52;Organisation von Finanzberater Nachname_413
42036;14756;Herr;BAA;Vorname_414;Nachname_414;Beraterassistent in Ausbildung;13595;18946;0,90,50;Organisation von Beraterassistent in Ausbildung Nachname_414
58397;58416;Herr;TL;Vorname_415;Nachname_415;Teamleiter;111063;100183;150,54,52;Organisation von Teamleiter Nachname_415
13254;78351;Herr;FB;Vorname_416;Nachname_416;Finanzberater;41364;45765;0,90,50;Organisation von Finanzberater Nachname_416
14446;14676;Herr;BAA;Vorname_417;Nachname_417;Beraterassistent in Ausbildung;38636;32958;150,54,52;Organisation von Beraterassistent in Ausbildung Nachname_417
80326;82489;Herr;BAVM;Vorname_418;Nachname_418;Manager bAV;84382;88370;0,90,50;Organisation von Manager bAV Nachname_418
84046;15817;Herr;FB;Vorname_419;Nachname_419;Finanzberater;64736;108825;0,90,50;Organisation von Finanzberater Nachname_419
77010;56798;Herr;TL;Vorname_420;Nachname_420;Teamleiter;293681;233002;150,54,52;Organisation von Teamleiter Nachname_420
71934;76138;Frau;FB;Vorname_421;Nachname_421;Finanzberater;1314;794;150,54,52;Organisation von Finanzberater Nachname_421
62539;21722;Frau;TL;Vorname_422;Nachname_422;Teamleiter;2597;471;150,54,52;Organisation von Teamleiter Nachname_422
51802;20756;Herr;BAVM;Vorname_423;Nachname_423;Manager bAV;97640;35505;150,54,52;Organisation von Manager bAV Nachname_423
